320.88 327.51
319.84 325.44
315.68 321.28
315.68 319.2
316.72 321.28
316.72 317.12
314.63 318.16
311.51 319.2
313.6 319.2
311.51 320.24
309.44 320.24
307.36 321.28
305.28 321.28
304.24 319.2
306.32 318.16
308.4 316.08
308.4 311.92
305.28 305.68
303.2 306.72
302.16 308.8
302.16 310.88
300.08 315.04
298 315.04
295.92 316.08
293.84 316.08
291.76 317.12
293.84 312.96
298 312.96
298 303.6
299.04 301.51
301.12 299.44
302.16 297.36
302.16 295.28
303.2 293.2
301.12 289.04
301.12 291.12
300.08 293.2
298 294.24
294.88 300.48
292.8 300.48
290.72 301.51
288.63 302.56
286.56 303.6
285.51 305.68
283.44 307.76
281.36 309.84
280.32 311.92
282.4 310.88
282.4 312.96
278.24 312.96
276.16 310.88
274.08 309.84
276.16 309.84
276.16 307.76
275.12 305.68
275.12 303.6
273.04 301.51
270.96 300.48
270.96 298.4
268.88 296.32
267.84 294.24
265.76 295.28
263.68 293.2
262.63 291.12
264.72 290.08
263.68 288
261.6 288
260.56 285.92
258.48 284.88
252.24 284.88
250.16 282.8
243.92 282.8
237.68 279.68
235.6 278.63
233.52 277.6
231.43 277.6
229.36 278.63
214.8 278.63
212.72 279.68
208.56 279.68
200.24 283.84
198.16 283.84
196.08 284.88
194 284.88
191.92 285.92
177.36 285.92
175.28 286.96
173.2 289.04
171.12 289.04
164.88 292.16
162.8 292.16
160.72 293.2
158.64 295.28
156.56 299.44
154.48 301.51
152.4 302.56
139.92 302.56
137.84 303.6
136.8 301.51
134.72 302.56
132.64 301.51
130.56 301.51
128.48 302.56
122.24 302.56
120.16 303.6
117.04 302.56
114.96 303.6
112.88 303.6
110.8 307.76
108.71 308.8
104.56 308.8
100.4 310.88
99.36 312.96
97.28 312.96
93.12 315.04
91.04 315.04
88.96 314
78.56 314
74.4 311.92
72.32 309.84
70.24 308.8
68.15 307.76
66.08 306.72
64 306.72
64 300.48
66.08 299.44
68.15 299.44
70.24 297.36
71.28 295.28
71.28 293.2
70.24 291.12
70.24 289.04
72.32 289.04
71.28 286.96
71.28 280.72
70.24 278.63
69.2 276.56
68.15 274.48
67.12 272.4
64 266.16
64 262
62.96 259.92
64 257.84
62.96 255.76
62.96 253.68
60.88 251.6
59.84 248.48
57.76 244.32
55.68 243.28
54.64 241.2
54.64 237.04
50.48 228.72
48.4 226.64
46.32 225.6
46.32 223.52
47.36 221.43
48.4 223.52
48.4 225.6
50.48 226.64
52.56 224.56
48.4 220.4
47.36 218.32
48.4 216.24
50.48 218.32
50.48 220.4
51.52 222.48
52.56 220.4
52.56 222.48
53.6 224.56
55.68 223.52
55.68 219.36
52.56 213.12
50.48 211.04
50.48 208.96
49.44 206.88
47.36 204.8
47.36 200.64
51.52 192.32
51.52 188.16
50.48 186.08
50.48 184
53.6 177.76
55.68 176.72
54.64 178.8
54.64 182.96
56.72 184
59.84 177.76
66.08 174.64
68.15 173.6
70.24 171.52
72.32 170.48
74.4 168.4
82.72 164.24
84.8 165.28
91.04 165.28
99.36 161.12
103.52 161.12
105.6 159.04
107.68 158
109.76 158
111.84 159.04
116 156.96
118.08 156.96
120.16 155.92
122.24 155.92
126.4 153.84
128.48 151.75
130.56 149.68
132.64 145.52
138.88 139.28
140.96 138.24
138.88 136.16
138.88 134.08
137.84 132
139.92 127.84
142 126.8
143.04 124.71
145.12 122.64
147.2 120.56
147.2 122.64
148.24 124.71
149.28 126.8
150.31 128.88
152.4 130.96
153.44 128.88
153.44 126.8
155.52 127.84
156.56 125.76
154.48 124.71
153.44 122.64
152.4 120.56
154.48 120.56
153.44 118.48
155.52 118.48
156.56 120.56
158.64 119.52
160.72 120.56
166.96 120.56
164.88 119.52
162.8 119.52
161.75 117.44
163.84 117.44
164.88 114.32
162.8 115.36
161.75 113.28
161.75 111.2
163.84 111.2
164.88 109.12
169.04 111.2
169.04 109.12
166.96 109.12
166.96 107.04
169.04 106
171.12 107.04
171.12 104.96
169.04 102.88
173.2 100.8
174.24 98.72
175.28 100.8
177.36 101.84
179.44 97.68
178.4 95.6
180.48 95.6
181.52 97.68
182.56 95.6
184.64 96.64
186.72 95.6
186.72 93.52
188.8 93.52
190.88 94.56
192.96 94.56
194 96.64
196.08 98.72
197.12 100.8
201.28 102.88
200.24 104.96
200.24 109.12
202.32 110.16
201.28 108.08
203.36 103.92
207.52 103.92
211.68 106
213.76 104.96
215.84 107.04
215.84 104.96
217.92 103.92
215.84 102.88
213.76 98.72
214.8 96.64
216.88 95.6
217.92 93.52
217.92 91.44
222.08 89.36
221.04 87.28
221.04 85.2
223.12 84.16
224.16 82.08
226.24 82.08
226.24 80
230.4 80
229.36 77.92
231.43 76.87
233.52 75.84
234.56 77.92
237.68 77.92
239.76 76.87
241.84 77.92
243.92 76.87
246 75.84
248.08 75.84
248.08 71.68
246 69.6
241.84 69.6
239.76 68.56
238.72 66.48
240.8 66.48
241.84 68.56
241.84 66.48
243.92 65.44
246 67.52
247.04 69.6
249.12 68.56
251.2 69.6
252.24 71.68
254.32 71.68
256.4 72.72
260.56 72.72
262.63 73.76
264.72 74.8
266.8 75.84
268.88 74.8
270.96 75.84
273.04 76.87
275.12 76.87
277.2 75.84
279.28 73.76
281.36 72.72
279.28 74.8
281.36 74.8
279.28 76.87
281.36 75.84
282.4 77.92
284.48 80
285.51 77.92
284.48 75.84
286.56 74.8
288.63 74.8
289.68 77.92
291.76 76.87
291.76 78.96
289.68 81.04
288.63 83.12
288.63 85.2
287.6 87.28
285.51 87.28
283.44 86.24
281.36 90.4
281.36 92.48
282.4 94.56
280.32 98.72
278.24 100.8
276.16 104.96
280.32 107.04
282.4 109.12
284.48 110.16
285.51 112.24
287.6 113.28
298 118.48
300.08 118.48
304.24 122.64
306.32 123.68
308.4 124.71
310.48 124.71
312.56 125.76
314.63 126.8
315.68 128.88
316.72 130.96
318.8 130.96
320.88 133.04
322.96 133.04
325.04 134.08
327.12 134.08
333.36 130.96
333.36 126.8
335.44 124.71
336.48 122.64
338.56 118.48
338.56 112.24
341.68 106
339.6 101.84
339.6 99.76
340.64 97.68
339.6 95.6
339.6 91.44
340.64 89.36
340.64 85.2
344.8 81.04
340.64 81.04
340.64 78.96
341.68 76.87
342.72 74.8
344.8 75.84
344.8 71.68
345.84 69.6
345.84 67.52
346.88 65.44
345.84 63.35
347.92 63.35
350 61.28
350 63.35
352.08 64.4
354.16 68.56
353.12 70.64
354.16 72.72
356.24 73.76
356.24 77.92
358.32 78.96
359.36 81.04
359.36 83.12
360.4 85.2
360.4 87.28
361.44 89.36
361.44 91.44
360.4 93.52
363.52 99.76
365.6 100.8
369.76 98.72
371.58 98.72
376.62 92.62
383.5 86.93
387.37 84.62
391.43 82.68
395.68 81.12
400.12 79.93
404.75 79.25
409.5 79
414.25 79.25
418.87 79.93
423.31 81.12
427.62 82.68
431.68 84.62
435.5 86.93
442.37 92.62
448.06 99.5
450.37 103.37
452.37 107.43
453.93 111.68
455.06 116.12
455.75 120.75
456 125.5
455.75 130.25
455.06 134.87
453.93 139.31
452.37 143.62
450.37 147.68
448.06 151.5
442.37 158.37
435.5 164.06
431.68 166.37
427.62 168.37
423.31 169.93
419.85 170.81
420.72 172.56
422.8 173.6
422.8 177.76
423.84 179.84
424.87 181.92
424.87 184
426.96 184
426.96 181.92
429.04 180.88
430.08 182.96
434.24 185.04
433.2 182.96
435.28 182.96
436.32 185.04
436.32 193.36
437.36 195.44
439.44 195.44
443.6 199.6
447.76 201.68
448.8 203.76
450.87 205.84
452.96 206.88
455.04 211.04
459.2 215.2
458.16 217.28
459.2 219.36
460.24 221.43
460.24 223.56
459.87 223.87
455.31 229.31
451.93 235.62
449.75 242.56
449.18 246.25
449 250
449.18 253.81
449.75 257.43
451.93 264.37
455.31 270.68
458.92 275.04
458.16 276.56
458.16 278.63
457.12 280.72
455.04 282.8
455.04 284.88
454 286.96
451.92 288
449.84 290.08
447.76 291.12
445.68 293.2
443.6 297.36
441.52 299.44
441.52 301.51
440.48 303.6
439.44 305.68
437.36 307.76
437.36 309.84
436.32 311.92
436.32 314
434.24 316.08
432.16 320.24
430.08 321.28
430.08 323.36
429.04 325.44
429.04 329.6
426.96 333.76
426.96 335.84
428 337.92
428 340
425.92 340
423.84 342.08
421.76 343.12
411.36 343.12
409.28 344.16
407.2 344.16
404.08 345.2
402 346.24
399.92 348.32
397.84 349.36
395.76 351.44
393.68 352.48
389.52 352.48
389.52 354.56

    268 256
    263.18 255.75
    258.56 255.06
    254 253.87
    249.68 252.31
    245.62 250.31
    241.75 248
    234.75 242.25
    229.06 235.31
    226.68 231.43
    224.68 227.31
    223.12 223
    221.93 218.5
    221.25 213.81
    221 209
    221.25 204.18
    221.93 199.56
    223.12 195
    224.68 190.68
    226.68 186.62
    229.06 182.75
    234.75 175.75
    241.75 170.06
    245.62 167.68
    249.68 165.68
    254 164.12
    258.56 162.93
    263.18 162.25
    268 162
    272.81 162.25
    277.5 162.93
    282 164.12
    286.31 165.68
    290.43 167.68
    294.31 170.06
    301.25 175.75
    307 182.75
    309.31 186.62
    311.31 190.68
    312.87 195
    314.06 199.56
    314.75 204.18
    315 209
    314.75 213.81
    314.06 218.5
    312.87 223
    311.31 227.31
    309.31 231.43
    307 235.31
    301.25 242.25
    294.31 248
    290.43 250.31
    286.31 252.31
    282 253.87
    277.5 255.06
    272.81 255.75

    105 279
    98.75 278.37
    92.93 276.56
    87.68 273.68
    83.12 269.93
    79.31 265.31
    76.43 260.06
    74.62 254.25
    74 248
    74.62 241.75
    76.43 235.93
    79.31 230.68
    83.12 226.12
    83.99 225.39
    82.68 223.81
    79.06 217.18
    76.81 209.87
    76.18 206
    76 202
    76.18 198
    76.81 194.12
    79.06 186.81
    82.68 180.18
    87.43 174.43
    93.18 169.68
    99.81 166.06
    107.12 163.81
    111 163.18
    115 163
    119 163.18
    122.87 163.81
    130.18 166.06
    136.81 169.68
    142.56 174.43
    147.37 180.18
    150.93 186.81
    153.18 194.12
    153.81 198
    154 202
    153.81 206
    153.18 209.87
    150.93 217.18
    147.37 223.81
    142.56 229.56
    136.81 234.37
    133.61 236.09
    135.37 241.75
    136 248
    135.37 254.25
    133.56 260.06
    130.68 265.31
    126.93 269.93
    122.31 273.68
    117.06 276.56
    111.25 278.37

    409.5 172
    404.75 171.75
    400.12 171.06
    395.68 169.93
    391.43 168.37
    387.37 166.37
    383.5 164.06
    376.62 158.37
    370.93 151.5
    368.62 147.68
    366.68 143.62
    365.12 139.31
    363.93 134.87
    363.25 130.25
    363 125.5
    363.25 120.75
    363.93 116.12
    365.12 111.68
    366.68 107.43
    368.62 103.37
    370.93 99.5
    371.58 98.72
    371.84 98.72
    371.84 100.8
    373.92 101.84
    376 103.92
    378.08 104.96
    378.08 108.08
    379.12 110.16
    379.12 112.24
    380.16 114.32
    380.16 120.56
    381.2 122.64
    383.28 123.68
    384.32 125.76
    386.4 125.76
    385.36 127.84
    387.44 132
    387.44 136.16
    386.4 138.24
    387.44 140.31
    388.48 142.4
    389.52 144.48
    389.52 146.56
    391.6 148.64
    395.76 150.72
    397.84 150.72
    399.92 151.75
    402 151.75
    403.04 153.84
    404.08 155.92
    406.16 155.92
    410.32 158
    411.36 160.08
    413.44 160.08
    415.52 161.12
    416.56 163.2
    414.48 162.16
    414.48 164.24
    415.52 166.32
    419.68 168.4
    419.68 170.48
    419.85 170.81
    418.87 171.06
    414.25 171.75

    383 244
    379.56 243.68
    376.37 242.68
    373.5 241.12
    371 239.06
    368.93 236.5
    367.31 233.62
    366.37 230.43
    366 227
    366.37 223.56
    367.31 220.37
    368.93 217.5
    371 215
    373.5 212.93
    376.37 211.31
    379.56 210.37
    383 210
    386.43 210.37
    389.62 211.31
    392.5 212.93
    395.06 215
    397.12 217.5
    398.68 220.37
    399.68 223.56
    400 227
    399.68 230.43
    398.68 233.62
    397.12 236.5
    395.06 239.06
    392.5 241.12
    389.62 242.68
    386.43 243.68

313.5 47
310 46.62
306.68 45.62
303.75 44
301.12 41.87
299 39.31
297.37 36.31
296.37 33.06
296 29.5
296.37 26
297.37 22.68
299 19.75
301.12 17.12
303.75 15
306.68 13.37
310 12.37
313.5 12
317.06 12.37
320.31 13.37
323.31 15
325.87 17.12
328 19.75
329.62 22.68
330.62 26
331 29.5
330.62 33.06
329.62 36.31
328 39.31
325.87 41.87
323.31 44
320.31 45.62
317.06 46.62

